date_time,demand,station_load,vehicle_type,hour,day,weekday,price
2026-07-20 23:00:00,38,0.42,4W,23,20,0,34.89
2026-07-21 00:00:00,82,0.91,2W,0,21,1,54.32
2026-07-21 01:00:00,45,0.5,4W,1,21,1,38.93
2026-07-21 02:00:00,59,0.66,3W,2,21,1,45.79
2026-07-21 03:00:00,8,0.09,3W,3,21,1,19.82
2026-07-21 04:00:00,46,0.51,3W,4,21,1,38.83
2026-07-21 05:00:00,37,0.41,2W,5,21,1,31.06
2026-07-21 06:00:00,53,0.59,4W,6,21,1,43.12
2026-07-21 07:00:00,56,0.62,2W,7,21,1,46.39
2026-07-21 08:00:00,88,0.98,3W,8,21,1,64.38
2026-07-21 09:00:00,79,0.88,2W,9,21,1,58.58
2026-07-21 10:00:00,72,0.8,4W,10,21,1,51.66
2026-07-21 11:00:00,33,0.37,3W,11,21,1,30.81
2026-07-21 12:00:00,64,0.71,4W,12,21,1,46.85
2026-07-21 13:00:00,58,0.64,2W,13,21,1,39.63
2026-07-21 14:00:00,31,0.34,4W,14,21,1,30.19
2026-07-21 15:00:00,37,0.41,4W,15,21,1,35.99
2026-07-21 16:00:00,64,0.71,2W,16,21,1,44.81
2026-07-21 17:00:00,29,0.32,3W,17,21,1,31.83
2026-07-21 18:00:00,88,0.98,4W,18,21,1,67.48
2026-07-21 19:00:00,40,0.44,2W,19,21,1,38.0
2026-07-21 20:00:00,1,0.01,4W,20,21,1,20.66
2026-07-21 21:00:00,88,0.98,3W,21,21,1,59.58
2026-07-21 22:00:00,42,0.47,2W,22,21,1,33.58
2026-07-21 23:00:00,9,0.1,4W,23,21,1,21.77
2026-07-22 00:00:00,29,0.32,3W,0,22,2,29.49
2026-07-22 01:00:00,53,0.59,3W,1,22,2,43.0
2026-07-22 02:00:00,75,0.83,3W,2,22,2,53.11
2026-07-22 03:00:00,80,0.89,3W,3,22,2,54.19
2026-07-22 04:00:00,39,0.43,2W,4,22,2,32.4
2026-07-22 05:00:00,40,0.44,3W,5,22,2,33.91
2026-07-22 06:00:00,3,0.03,3W,6,22,2,14.46
2026-07-22 07:00:00,50,0.56,2W,7,22,2,43.87
2026-07-22 08:00:00,73,0.81,2W,8,22,2,54.13
2026-07-22 09:00:00,13,0.14,2W,9,22,2,25.17
2026-07-22 10:00:00,67,0.74,4W,10,22,2,49.43
2026-07-22 11:00:00,49,0.54,2W,11,22,2,35.94
2026-07-22 12:00:00,65,0.72,4W,12,22,2,50.56
2026-07-22 13:00:00,70,0.78,2W,13,22,2,48.27
2026-07-22 14:00:00,63,0.7,4W,14,22,2,48.12
2026-07-22 15:00:00,40,0.44,4W,15,22,2,35.64
2026-07-22 16:00:00,83,0.92,4W,16,22,2,58.98
2026-07-22 17:00:00,68,0.76,4W,17,22,2,54.49
2026-07-22 18:00:00,38,0.42,4W,18,22,2,40.1
2026-07-22 19:00:00,87,0.97,4W,19,22,2,65.76
2026-07-22 20:00:00,75,0.83,4W,20,22,2,58.77
2026-07-22 21:00:00,4,0.04,2W,21,22,2,12.45
2026-07-22 22:00:00,30,0.33,2W,22,22,2,28.29
2026-07-22 23:00:00,59,0.66,2W,23,22,2,41.23
2026-07-23 00:00:00,66,0.73,3W,0,23,3,48.27
2026-07-23 01:00:00,79,0.88,3W,1,23,3,54.59
2026-07-23 02:00:00,7,0.08,3W,2,23,3,18.26
2026-07-23 03:00:00,38,0.42,2W,3,23,3,31.87
2026-07-23 04:00:00,86,0.96,2W,4,23,3,57.54
2026-07-23 05:00:00,84,0.93,3W,5,23,3,58.73
2026-07-23 06:00:00,84,0.93,2W,6,23,3,55.71
2026-07-23 07:00:00,27,0.3,2W,7,23,3,30.54
2026-07-23 08:00:00,23,0.26,2W,8,23,3,29.06
2026-07-23 09:00:00,90,1.0,3W,9,23,3,65.56
2026-07-23 10:00:00,38,0.42,4W,10,23,3,35.39
2026-07-23 11:00:00,74,0.82,2W,11,23,3,50.61
2026-07-23 12:00:00,46,0.51,2W,12,23,3,35.3
2026-07-23 13:00:00,50,0.56,3W,13,23,3,38.43
2026-07-23 14:00:00,23,0.26,4W,14,23,3,28.81
2026-07-23 15:00:00,59,0.66,4W,15,23,3,47.25
2026-07-23 16:00:00,51,0.57,4W,16,23,3,40.79
2026-07-23 17:00:00,5,0.06,2W,17,23,3,19.4
2026-07-23 18:00:00,45,0.5,2W,18,23,3,38.58
2026-07-23 19:00:00,65,0.72,4W,19,23,3,56.19
2026-07-23 20:00:00,89,0.99,3W,20,23,3,63.22
2026-07-23 21:00:00,26,0.29,2W,21,23,3,25.08
2026-07-23 22:00:00,58,0.64,2W,22,23,3,41.29
2026-07-23 23:00:00,77,0.86,4W,23,23,3,57.13
2026-07-24 00:00:00,74,0.82,2W,0,24,4,48.4
2026-07-24 01:00:00,6,0.07,3W,1,24,4,17.47
2026-07-24 02:00:00,24,0.27,2W,2,24,4,22.94
2026-07-24 03:00:00,83,0.92,4W,3,24,4,60.06
2026-07-24 04:00:00,28,0.31,3W,4,24,4,28.48
2026-07-24 05:00:00,35,0.39,2W,5,24,4,29.29
2026-07-24 06:00:00,28,0.31,4W,6,24,4,30.47
2026-07-24 07:00:00,75,0.83,4W,7,24,4,60.66
2026-07-24 08:00:00,76,0.84,3W,8,24,4,56.98
2026-07-24 09:00:00,17,0.19,2W,9,24,4,25.53
2026-07-24 10:00:00,34,0.38,3W,10,24,4,33.07
2026-07-24 11:00:00,78,0.87,3W,11,24,4,52.6
2026-07-24 12:00:00,19,0.21,2W,12,24,4,21.58
2026-07-24 13:00:00,2,0.02,4W,13,24,4,17.73
2026-07-24 14:00:00,42,0.47,2W,14,24,4,34.63
2026-07-24 15:00:00,65,0.72,2W,15,24,4,46.03
2026-07-24 16:00:00,67,0.74,4W,16,24,4,48.67
2026-07-24 17:00:00,28,0.31,4W,17,24,4,34.47
2026-07-24 18:00:00,82,0.91,2W,18,24,4,59.86
2026-07-24 19:00:00,14,0.16,3W,19,24,4,25.11
2026-07-24 20:00:00,15,0.17,4W,20,24,4,30.53
2026-07-24 21:00:00,41,0.46,2W,21,24,4,32.79
2026-07-24 22:00:00,68,0.76,3W,22,24,4,50.69
2026-07-24 23:00:00,6,0.07,3W,23,24,4,17.63
2026-07-25 00:00:00,46,0.51,4W,0,25,5,37.55
2026-07-25 01:00:00,44,0.49,3W,1,25,5,35.37
2026-07-25 02:00:00,52,0.58,3W,2,25,5,38.69
2026-07-25 03:00:00,54,0.6,2W,3,25,5,37.9
2026-07-25 04:00:00,10,0.11,4W,4,25,5,19.94
2026-07-25 05:00:00,73,0.81,3W,5,25,5,52.77
2026-07-25 06:00:00,54,0.6,4W,6,25,5,43.18
2026-07-25 07:00:00,36,0.4,3W,7,25,5,36.7
2026-07-25 08:00:00,20,0.22,3W,8,25,5,27.67
2026-07-25 09:00:00,87,0.97,4W,9,25,5,65.59
2026-07-25 10:00:00,33,0.37,2W,10,25,5,27.15
2026-07-25 11:00:00,66,0.73,4W,11,25,5,49.38
2026-07-25 12:00:00,10,0.11,4W,12,25,5,20.06
2026-07-25 13:00:00,76,0.84,2W,13,25,5,52.8
2026-07-25 14:00:00,7,0.08,3W,14,25,5,16.54
2026-07-25 15:00:00,26,0.29,2W,15,25,5,23.79
2026-07-25 16:00:00,3,0.03,4W,16,25,5,19.36
2026-07-25 17:00:00,2,0.02,4W,17,25,5,24.0
2026-07-25 18:00:00,60,0.67,3W,18,25,5,49.06
2026-07-25 19:00:00,66,0.73,2W,19,25,5,49.67
2026-07-25 20:00:00,8,0.09,2W,20,25,5,21.47
2026-07-25 21:00:00,60,0.67,3W,21,25,5,46.36
2026-07-25 22:00:00,34,0.38,3W,22,25,5,30.49
2026-07-25 23:00:00,6,0.07,3W,23,25,5,15.53
2026-07-26 00:00:00,73,0.81,2W,0,26,6,49.07
2026-07-26 01:00:00,30,0.33,3W,1,26,6,30.42
2026-07-26 02:00:00,34,0.38,3W,2,26,6,30.07
2026-07-26 03:00:00,59,0.66,2W,3,26,6,40.34
2026-07-26 04:00:00,17,0.19,2W,4,26,6,20.4
2026-07-26 05:00:00,57,0.63,2W,5,26,6,40.88
2026-07-26 06:00:00,27,0.3,4W,6,26,6,28.68
2026-07-26 07:00:00,73,0.81,3W,7,26,6,55.01
2026-07-26 08:00:00,23,0.26,3W,8,26,6,30.09
2026-07-26 09:00:00,34,0.38,3W,9,26,6,34.97
2026-07-26 10:00:00,6,0.07,2W,10,26,6,15.23
2026-07-26 11:00:00,63,0.7,3W,11,26,6,46.9
2026-07-26 12:00:00,27,0.3,2W,12,26,6,26.64
2026-07-26 13:00:00,68,0.76,4W,13,26,6,50.54
2026-07-26 14:00:00,88,0.98,3W,14,26,6,58.81
2026-07-26 15:00:00,49,0.54,4W,15,26,6,39.52
2026-07-26 16:00:00,82,0.91,2W,16,26,6,55.14
2026-07-26 17:00:00,56,0.62,2W,17,26,6,47.12
2026-07-26 18:00:00,68,0.76,2W,18,26,6,50.9
2026-07-26 19:00:00,60,0.67,4W,19,26,6,51.97
2026-07-26 20:00:00,47,0.52,2W,20,26,6,40.72
2026-07-26 21:00:00,63,0.7,2W,21,26,6,45.08
2026-07-26 22:00:00,19,0.21,3W,22,26,6,23.01
2026-07-26 23:00:00,25,0.28,2W,23,26,6,23.12
2026-07-27 00:00:00,1,0.01,4W,0,27,0,14.85
2026-07-27 01:00:00,81,0.9,3W,1,27,0,54.63
2026-07-27 02:00:00,13,0.14,2W,2,27,0,18.0
2026-07-27 03:00:00,83,0.92,3W,3,27,0,56.84
2026-07-27 04:00:00,39,0.43,2W,4,27,0,33.83
2026-07-27 05:00:00,50,0.56,4W,5,27,0,41.35
2026-07-27 06:00:00,31,0.34,4W,6,27,0,33.18
2026-07-27 07:00:00,20,0.22,2W,7,27,0,26.61
2026-07-27 08:00:00,88,0.98,3W,8,27,0,62.84
2026-07-27 09:00:00,12,0.13,4W,9,27,0,26.49
2026-07-27 10:00:00,34,0.38,3W,10,27,0,31.56
2026-07-27 11:00:00,19,0.21,4W,11,27,0,25.2
2026-07-27 12:00:00,76,0.84,4W,12,27,0,53.1
2026-07-27 13:00:00,37,0.41,4W,13,27,0,35.2
2026-07-27 14:00:00,36,0.4,3W,14,27,0,30.8
2026-07-27 15:00:00,71,0.79,4W,15,27,0,52.46
2026-07-27 16:00:00,8,0.09,2W,16,27,0,14.85
2026-07-27 17:00:00,34,0.38,4W,17,27,0,37.12
2026-07-27 18:00:00,37,0.41,4W,18,27,0,41.63
2026-07-27 19:00:00,73,0.81,4W,19,27,0,58.6
2026-07-27 20:00:00,59,0.66,4W,20,27,0,52.21
2026-07-27 21:00:00,63,0.7,3W,21,27,0,47.02
2026-07-27 22:00:00,33,0.37,3W,22,27,0,29.46
2026-07-27 23:00:00,40,0.44,4W,23,27,0,35.68
2026-07-28 00:00:00,12,0.13,2W,0,28,1,17.08
2026-07-28 01:00:00,9,0.1,4W,1,28,1,19.95
2026-07-28 02:00:00,32,0.36,3W,2,28,1,30.97
2026-07-28 03:00:00,43,0.48,3W,3,28,1,36.11
2026-07-28 04:00:00,3,0.03,3W,4,28,1,14.55
2026-07-28 05:00:00,51,0.57,3W,5,28,1,38.76
2026-07-28 06:00:00,61,0.68,4W,6,28,1,48.46
2026-07-28 07:00:00,44,0.49,4W,7,28,1,41.7
2026-07-28 08:00:00,28,0.31,2W,8,28,1,31.12
2026-07-28 09:00:00,71,0.79,4W,9,28,1,57.82
2026-07-28 10:00:00,83,0.92,4W,10,28,1,57.78
2026-07-28 11:00:00,11,0.12,4W,11,28,1,22.21
2026-07-28 12:00:00,68,0.76,4W,12,28,1,51.51
2026-07-28 13:00:00,76,0.84,2W,13,28,1,51.66
2026-07-28 14:00:00,5,0.06,2W,14,28,1,15.86
2026-07-28 15:00:00,32,0.36,3W,15,28,1,29.04
2026-07-28 16:00:00,25,0.28,3W,16,28,1,28.0
2026-07-28 17:00:00,75,0.83,3W,17,28,1,57.87
2026-07-28 18:00:00,80,0.89,2W,18,28,1,59.31
2026-07-28 19:00:00,74,0.82,3W,19,28,1,55.41
2026-07-28 20:00:00,79,0.88,4W,20,28,1,59.53
2026-07-28 21:00:00,82,0.91,3W,21,28,1,55.64
2026-07-28 22:00:00,41,0.46,2W,22,28,1,31.77
2026-07-28 23:00:00,61,0.68,4W,23,28,1,48.93
2026-07-29 00:00:00,65,0.72,3W,0,29,2,47.74
2026-07-29 01:00:00,21,0.23,2W,1,29,2,23.16
2026-07-29 02:00:00,32,0.36,2W,2,29,2,29.94
2026-07-29 03:00:00,51,0.57,2W,3,29,2,38.18
2026-07-29 04:00:00,53,0.59,3W,4,29,2,42.7
2026-07-29 05:00:00,20,0.22,3W,5,29,2,22.53
2026-07-29 06:00:00,84,0.93,2W,6,29,2,54.68
2026-07-29 07:00:00,5,0.06,3W,7,29,2,21.61
2026-07-29 08:00:00,4,0.04,3W,8,29,2,19.17
2026-07-29 09:00:00,81,0.9,2W,9,29,2,59.17
2026-07-29 10:00:00,6,0.07,2W,10,29,2,15.73
2026-07-29 11:00:00,10,0.11,2W,11,29,2,18.5
2026-07-29 12:00:00,38,0.42,4W,12,29,2,37.04
2026-07-29 13:00:00,15,0.17,2W,13,29,2,18.34
2026-07-29 14:00:00,88,0.98,4W,14,29,2,60.2
2026-07-29 15:00:00,11,0.12,2W,15,29,2,19.05
2026-07-29 16:00:00,29,0.32,4W,16,29,2,29.22
2026-07-29 17:00:00,24,0.27,3W,17,29,2,30.11
2026-07-29 18:00:00,35,0.39,3W,18,29,2,35.18
2026-07-29 19:00:00,5,0.06,2W,19,29,2,21.07
2026-07-29 20:00:00,6,0.07,4W,20,29,2,24.55
2026-07-29 21:00:00,31,0.34,4W,21,29,2,32.82
2026-07-29 22:00:00,68,0.76,3W,22,29,2,50.35
2026-07-29 23:00:00,59,0.66,3W,23,29,2,43.72
2026-07-30 00:00:00,48,0.53,2W,0,30,3,34.94
2026-07-30 01:00:00,56,0.62,4W,1,30,3,45.08
2026-07-30 02:00:00,65,0.72,4W,2,30,3,49.42
2026-07-30 03:00:00,43,0.48,3W,3,30,3,36.04
2026-07-30 04:00:00,65,0.72,4W,4,30,3,50.75
2026-07-30 05:00:00,82,0.91,4W,5,30,3,58.19
2026-07-30 06:00:00,28,0.31,3W,6,30,3,29.11
2026-07-30 07:00:00,41,0.46,3W,7,30,3,39.81
2026-07-30 08:00:00,87,0.97,4W,8,30,3,64.95
2026-07-30 09:00:00,52,0.58,4W,9,30,3,48.25
2026-07-30 10:00:00,64,0.71,3W,10,30,3,47.33
2026-07-30 11:00:00,17,0.19,4W,11,30,3,26.23
2026-07-30 12:00:00,34,0.38,2W,12,30,3,29.19
2026-07-30 13:00:00,1,0.01,3W,13,30,3,12.91
2026-07-30 14:00:00,53,0.59,4W,14,30,3,44.16
2026-07-30 15:00:00,83,0.92,2W,15,30,3,55.55
2026-07-30 16:00:00,83,0.92,3W,16,30,3,56.19
2026-07-30 17:00:00,62,0.69,3W,17,30,3,51.72
2026-07-30 18:00:00,2,0.02,4W,18,30,3,23.63
2026-07-30 19:00:00,65,0.72,3W,19,30,3,51.76
2026-07-30 20:00:00,24,0.27,3W,20,30,3,32.16
2026-07-30 21:00:00,47,0.52,2W,21,30,3,36.43
2026-07-30 22:00:00,26,0.29,2W,22,30,3,24.41
2026-07-30 23:00:00,25,0.28,2W,23,30,3,24.78
2026-07-31 00:00:00,37,0.41,3W,0,31,4,32.83
2026-07-31 01:00:00,69,0.77,2W,1,31,4,46.51
2026-07-31 02:00:00,43,0.48,2W,2,31,4,32.98
2026-07-31 03:00:00,1,0.01,4W,3,31,4,17.96
2026-07-31 04:00:00,87,0.97,3W,4,31,4,60.14
2026-07-31 05:00:00,19,0.21,2W,5,31,4,21.78
2026-07-31 06:00:00,69,0.77,3W,6,31,4,48.83
2026-07-31 07:00:00,29,0.32,3W,7,31,4,33.59
2026-07-31 08:00:00,5,0.06,4W,8,31,4,22.7
2026-07-31 09:00:00,86,0.96,3W,9,31,4,61.02
2026-07-31 10:00:00,2,0.02,3W,10,31,4,14.55
2026-07-31 11:00:00,27,0.3,2W,11,31,4,24.46
2026-07-31 12:00:00,88,0.98,2W,12,31,4,55.13
2026-07-31 13:00:00,41,0.46,2W,13,31,4,34.81
2026-07-31 14:00:00,17,0.19,4W,14,31,4,23.16
2026-07-31 15:00:00,40,0.44,3W,15,31,4,33.83
2026-07-31 16:00:00,45,0.5,2W,16,31,4,35.98
2026-07-31 17:00:00,14,0.16,4W,17,31,4,29.33
2026-07-31 18:00:00,30,0.33,4W,18,31,4,36.41
2026-07-31 19:00:00,68,0.76,2W,19,31,4,50.14
2026-07-31 20:00:00,1,0.01,2W,20,31,4,15.55
2026-07-31 21:00:00,67,0.74,3W,21,31,4,47.78
2026-07-31 22:00:00,23,0.26,3W,22,31,4,27.55
2026-07-31 23:00:00,81,0.9,4W,23,31,4,55.82
2026-08-01 00:00:00,46,0.51,3W,0,1,5,39.35
2026-08-01 01:00:00,88,0.98,4W,1,1,5,62.82
2026-08-01 02:00:00,32,0.36,3W,2,1,5,30.88
2026-08-01 03:00:00,40,0.44,3W,3,1,5,33.44
2026-08-01 04:00:00,4,0.04,2W,4,1,5,14.96
2026-08-01 05:00:00,1,0.01,2W,5,1,5,11.05
2026-08-01 06:00:00,56,0.62,3W,6,1,5,43.51
2026-08-01 07:00:00,40,0.44,3W,7,1,5,38.65
2026-08-01 08:00:00,49,0.54,2W,8,1,5,42.04
2026-08-01 09:00:00,75,0.83,3W,9,1,5,57.69
2026-08-01 10:00:00,2,0.02,4W,10,1,5,17.64
2026-08-01 11:00:00,62,0.69,2W,11,1,5,43.02
2026-08-01 12:00:00,55,0.61,3W,12,1,5,42.66
2026-08-01 13:00:00,85,0.94,4W,13,1,5,58.58
2026-08-01 14:00:00,58,0.64,2W,14,1,5,42.16
2026-08-01 15:00:00,49,0.54,3W,15,1,5,38.73
2026-08-01 16:00:00,32,0.36,2W,16,1,5,28.66
2026-08-01 17:00:00,25,0.28,4W,17,1,5,32.74
2026-08-01 18:00:00,43,0.48,3W,18,1,5,39.4
2026-08-01 19:00:00,8,0.09,3W,19,1,5,22.4
2026-08-01 20:00:00,40,0.44,2W,20,1,5,35.79
2026-08-01 21:00:00,10,0.11,2W,21,1,5,18.1
2026-08-01 22:00:00,13,0.14,2W,22,1,5,17.72
2026-08-01 23:00:00,73,0.81,4W,23,1,5,53.49
2026-08-02 00:00:00,29,0.32,3W,0,2,6,27.77
2026-08-02 01:00:00,52,0.58,3W,1,2,6,41.43
2026-08-02 02:00:00,64,0.71,2W,2,2,6,46.29
2026-08-02 03:00:00,55,0.61,2W,3,2,6,41.76
2026-08-02 04:00:00,40,0.44,3W,4,2,6,33.44
2026-08-02 05:00:00,55,0.61,3W,5,2,6,40.21
2026-08-02 06:00:00,72,0.8,2W,6,2,6,49.27
2026-08-02 07:00:00,26,0.29,3W,7,2,6,30.44
2026-08-02 08:00:00,8,0.09,4W,8,2,6,24.19
2026-08-02 09:00:00,58,0.64,2W,9,2,6,47.74
2026-08-02 10:00:00,6,0.07,4W,10,2,6,20.11
2026-08-02 11:00:00,49,0.54,3W,11,2,6,39.57
2026-08-02 12:00:00,15,0.17,2W,12,2,6,19.32
2026-08-02 13:00:00,32,0.36,2W,13,2,6,29.78
2026-08-02 14:00:00,3,0.03,2W,14,2,6,13.49
2026-08-02 15:00:00,36,0.4,4W,15,2,6,32.44
2026-08-02 16:00:00,45,0.5,2W,16,2,6,35.12
2026-08-02 17:00:00,31,0.34,3W,17,2,6,34.18
2026-08-02 18:00:00,29,0.32,2W,18,2,6,32.6
2026-08-02 19:00:00,2,0.02,4W,19,2,6,23.96
2026-08-02 20:00:00,57,0.63,3W,20,2,6,46.96
2026-08-02 21:00:00,1,0.01,2W,21,2,6,13.5
2026-08-02 22:00:00,62,0.69,4W,22,2,6,48.77
2026-08-02 23:00:00,18,0.2,2W,23,2,6,21.99
2026-08-03 00:00:00,29,0.32,3W,0,3,0,27.03
2026-08-03 01:00:00,2,0.02,4W,1,3,0,17.18
2026-08-03 02:00:00,81,0.9,4W,2,3,0,57.73
2026-08-03 03:00:00,39,0.43,4W,3,3,0,35.94
2026-08-03 04:00:00,65,0.72,2W,4,3,0,46.34
2026-08-03 05:00:00,71,0.79,3W,5,3,0,48.6
2026-08-03 06:00:00,74,0.82,2W,6,3,0,51.34
2026-08-03 07:00:00,32,0.36,2W,7,3,0,31.63
2026-08-03 08:00:00,48,0.53,3W,8,3,0,41.74
2026-08-03 09:00:00,58,0.64,2W,9,3,0,48.38
2026-08-03 10:00:00,6,0.07,4W,10,3,0,17.54
2026-08-03 11:00:00,74,0.82,3W,11,3,0,51.67
2026-08-03 12:00:00,10,0.11,4W,12,3,0,21.67
2026-08-03 13:00:00,43,0.48,3W,13,3,0,35.73
2026-08-03 14:00:00,64,0.71,2W,14,3,0,44.6
2026-08-03 15:00:00,20,0.22,3W,15,3,0,23.95
2026-08-03 16:00:00,86,0.96,3W,16,3,0,59.85
2026-08-03 17:00:00,13,0.14,3W,17,3,0,25.28
2026-08-03 18:00:00,8,0.09,4W,18,3,0,26.4
2026-08-03 19:00:00,90,1.0,4W,19,3,0,67.51
2026-08-03 20:00:00,47,0.52,2W,20,3,0,42.99
2026-08-03 21:00:00,8,0.09,3W,21,3,0,17.43
2026-08-03 22:00:00,24,0.27,3W,22,3,0,26.26
2026-08-03 23:00:00,59,0.66,3W,23,3,0,45.23
2026-08-04 00:00:00,70,0.78,2W,0,4,1,46.1
2026-08-04 01:00:00,66,0.73,3W,1,4,1,46.3
2026-08-04 02:00:00,4,0.04,4W,2,4,1,16.38
2026-08-04 03:00:00,27,0.3,2W,3,4,1,26.59
2026-08-04 04:00:00,70,0.78,2W,4,4,1,48.82
2026-08-04 05:00:00,65,0.72,2W,5,4,1,43.98
2026-08-04 06:00:00,51,0.57,4W,6,4,1,41.15
2026-08-04 07:00:00,54,0.6,3W,7,4,1,44.82
2026-08-04 08:00:00,76,0.84,2W,8,4,1,57.34
2026-08-04 09:00:00,82,0.91,3W,9,4,1,62.31
2026-08-04 10:00:00,60,0.67,4W,10,4,1,47.51
2026-08-04 11:00:00,48,0.53,2W,11,4,1,37.99
2026-08-04 12:00:00,22,0.24,4W,12,4,1,28.0
2026-08-04 13:00:00,74,0.82,2W,13,4,1,48.78
2026-08-04 14:00:00,68,0.76,2W,14,4,1,48.15
2026-08-04 15:00:00,31,0.34,3W,15,4,1,31.53
2026-08-04 16:00:00,69,0.77,3W,16,4,1,50.01
2026-08-04 17:00:00,8,0.09,4W,17,4,1,24.25
2026-08-04 18:00:00,21,0.23,2W,18,4,1,26.9
2026-08-04 19:00:00,16,0.18,4W,19,4,1,28.29
2026-08-04 20:00:00,11,0.12,4W,20,4,1,26.65
2026-08-04 21:00:00,30,0.33,2W,21,4,1,29.15
2026-08-04 22:00:00,8,0.09,4W,22,4,1,18.39
2026-08-04 23:00:00,86,0.96,3W,23,4,1,56.03
2026-08-05 00:00:00,73,0.81,4W,0,5,2,52.71
2026-08-05 01:00:00,1,0.01,2W,1,5,2,12.94
2026-08-05 02:00:00,31,0.34,4W,2,5,2,32.96
2026-08-05 03:00:00,9,0.1,4W,3,5,2,19.91
2026-08-05 04:00:00,5,0.06,3W,4,5,2,16.71
2026-08-05 05:00:00,72,0.8,3W,5,5,2,49.32
2026-08-05 06:00:00,17,0.19,2W,6,5,2,22.15
2026-08-05 07:00:00,82,0.91,4W,7,5,2,63.86
2026-08-05 08:00:00,90,1.0,4W,8,5,2,68.25
2026-08-05 09:00:00,35,0.39,4W,9,5,2,37.12
2026-08-05 10:00:00,69,0.77,2W,10,5,2,47.31
2026-08-05 11:00:00,28,0.31,3W,11,5,2,26.49
2026-08-05 12:00:00,62,0.69,2W,12,5,2,43.32
2026-08-05 13:00:00,80,0.89,2W,13,5,2,54.45
2026-08-05 14:00:00,60,0.67,2W,14,5,2,40.93
2026-08-05 15:00:00,79,0.88,2W,15,5,2,53.09
2026-08-05 16:00:00,22,0.24,4W,16,5,2,25.91
2026-08-05 17:00:00,19,0.21,2W,17,5,2,27.38
2026-08-05 18:00:00,35,0.39,4W,18,5,2,39.07
2026-08-05 19:00:00,60,0.67,4W,19,5,2,53.56
2026-08-05 20:00:00,15,0.17,3W,20,5,2,27.4
2026-08-05 21:00:00,55,0.61,3W,21,5,2,44.07
2026-08-05 22:00:00,20,0.22,4W,22,5,2,24.39
2026-08-05 23:00:00,37,0.41,4W,23,5,2,34.4
2026-08-06 00:00:00,51,0.57,4W,0,6,3,42.59
2026-08-06 01:00:00,28,0.31,4W,1,6,3,32.26
2026-08-06 02:00:00,58,0.64,2W,2,6,3,41.71
2026-08-06 03:00:00,77,0.86,2W,3,6,3,53.39
2026-08-06 04:00:00,11,0.12,4W,4,6,3,21.06
2026-08-06 05:00:00,10,0.11,2W,5,6,3,18.28
2026-08-06 06:00:00,74,0.82,3W,6,6,3,50.68
2026-08-06 07:00:00,34,0.38,3W,7,6,3,36.83
2026-08-06 08:00:00,48,0.53,2W,8,6,3,40.24
2026-08-06 09:00:00,61,0.68,4W,9,6,3,52.21
2026-08-06 10:00:00,66,0.73,3W,10,6,3,46.7
2026-08-06 11:00:00,10,0.11,3W,11,6,3,19.29
2026-08-06 12:00:00,89,0.99,2W,12,6,3,56.07
2026-08-06 13:00:00,14,0.16,2W,13,6,3,18.11
2026-08-06 14:00:00,69,0.77,2W,14,6,3,45.46
2026-08-06 15:00:00,4,0.04,2W,15,6,3,15.4
2026-08-06 16:00:00,3,0.03,4W,16,6,3,18.92
2026-08-06 17:00:00,34,0.38,2W,17,6,3,36.04
2026-08-06 18:00:00,9,0.1,3W,18,6,3,21.8
2026-08-06 19:00:00,3,0.03,4W,19,6,3,24.4
2026-08-06 20:00:00,67,0.74,3W,20,6,3,54.82
2026-08-06 21:00:00,64,0.71,3W,21,6,3,47.22
2026-08-06 22:00:00,10,0.11,4W,22,6,3,21.52
2026-08-06 23:00:00,26,0.29,4W,23,6,3,28.35
2026-08-07 00:00:00,50,0.56,3W,0,7,4,39.21
2026-08-07 01:00:00,56,0.62,3W,1,7,4,42.93
2026-08-07 02:00:00,68,0.76,3W,2,7,4,49.17
2026-08-07 03:00:00,73,0.81,4W,3,7,4,53.39
2026-08-07 04:00:00,81,0.9,3W,4,7,4,56.81
2026-08-07 05:00:00,51,0.57,4W,5,7,4,44.05
2026-08-07 06:00:00,88,0.98,2W,6,7,4,57.9
2026-08-07 07:00:00,55,0.61,4W,7,7,4,48.38
2026-08-07 08:00:00,9,0.1,3W,8,7,4,22.36
2026-08-07 09:00:00,32,0.36,3W,9,7,4,36.97
2026-08-07 10:00:00,3,0.03,4W,10,7,4,16.07
2026-08-07 11:00:00,53,0.59,3W,11,7,4,40.45
2026-08-07 12:00:00,24,0.27,4W,12,7,4,29.29
2026-08-07 13:00:00,33,0.37,2W,13,7,4,29.0
2026-08-07 14:00:00,30,0.33,3W,14,7,4,28.84
2026-08-07 15:00:00,42,0.47,3W,15,7,4,36.67
2026-08-07 16:00:00,71,0.79,3W,16,7,4,51.94
2026-08-07 17:00:00,4,0.04,2W,17,7,4,20.69
2026-08-07 18:00:00,37,0.41,3W,18,7,4,36.29
2026-08-07 19:00:00,41,0.46,4W,19,7,4,43.62
2026-08-07 20:00:00,68,0.76,3W,20,7,4,53.32
2026-08-07 21:00:00,1,0.01,4W,21,7,4,14.99
2026-08-07 22:00:00,1,0.01,3W,22,7,4,15.81
2026-08-07 23:00:00,10,0.11,2W,23,7,4,17.85
2026-08-08 00:00:00,74,0.82,3W,0,8,5,50.22
2026-08-08 01:00:00,41,0.46,4W,1,8,5,37.74
2026-08-08 02:00:00,89,0.99,4W,2,8,5,60.65
